@relation 'train_feature-weka'

@attribute num_invitees numeric
@attribute num_maybe numeric
@attribute num_no numeric
@attribute num_yes numeric
@attribute num_friends numeric
@attribute friends_invited_ratio numeric
@attribute friends_maybe_ratio numeric
@attribute friends_no_ratio numeric
@attribute friends_yes_ratio numeric
@attribute time_2_event_in_hours numeric
@attribute user_saw_2_event_start_in_days numeric
@attribute interested {0,1}

@data
278,16,8,16,414,0.004831,0,0,0,1597,39,0
870,112,454,112,1018,0.096267,0.003929,0.02554,0.001965,1594,48,0
4586,46,114,46,384,0.020833,0,0,0,1611,43,0
332,8,8,8,261,0.007663,0,0,0,1621,73,0
1176,34,112,34,408,0.220588,0.014706,0.019608,0.009804,1633,545,0
7978,148,88,148,1078,0.044527,0.001855,0,0,1603,77,0
11406,1448,666,1448,679,0.28866,0.014728,0.017673,0.100147,1596,72,0
690,56,22,56,1127,0.001775,0,0,0,1619,43,0
1608,62,138,62,378,0.121693,0.005291,0.010582,0,1662,234,0
3018,248,988,248,776,0.206186,0.010309,0.054124,0.007732,1553,954,0
6602,272,324,272,2461,0.002438,0,0,0,1601,16,0
44,20,2,20,752,0,0,0,0.00133,1628,64,0
0,0,0,0,750,0,0,0,0,1730,36,0
126,14,6,14,975,0.002051,0,0,0,1638,4,0
9064,348,0,348,939,0.068158,0.00213,0,0.00426,1207,9453,0
7822,168,128,168,614,0.016287,0,0,0,1606,121,0
836,30,20,30,1023,0.025415,0,0,0.001955,1592,39,0
2070,132,40,132,492,0,0,0,0.004065,1589,22,0
1980,16,42,16,290,0.02069,0,0,0,1667,66,0
304,2,2,2,493,0.008114,0,0,0,1589,5,0
78,44,2,44,101,0.059406,0,0,0.019802,1638,15,0
180,4,0,4,1567,0.001276,0,0,0,1612,7,0
1370,86,102,86,2286,0.12336,0.008749,0.007874,0.008749,1591,78,0
1264,36,44,36,31,0.064516,0,0,0,1680,91,0
264,18,10,18,355,0.028169,0,0,0,1596,16,0
3038,104,110,104,633,0.151659,0,0.00316,0,1595,112,0
2384,184,196,184,1282,0.00468,0,0,0.00156,1620,112,0
2368,82,130,82,1964,0.002037,0,0,0.001018,1599,88,0
64,28,0,28,527,0.003795,0,0,0.003795,1597,7,0
504,46,24,46,860,0.006977,0,0,0,1598,64,0
9,3,1,3,983,0.004069,0,0.001017,0,1662,38,0
1094,38,70,38,206,0.009709,0,0,0,1624,16,0
228,14,0,14,194,0.020619,0,0,0,1555,75,0
2168,206,160,206,2529,0.002372,0,0,0,1604,52,0
254,24,0,24,2571,0,0.001556,0,0,1625,52,0
1542,96,22,96,2269,0.003526,0,0,0,1597,67,0
30,2,0,2,69,0.028986,0,0,0,1586,73,0
884,56,18,56,1445,0.008304,0.001384,0,0.005536,1598,88,0
146,14,4,14,669,0.06278,0,0,0.00299,1666,112,0
239,28,34,28,363,0.033058,0,0.002755,0,1597,78,0
280,92,10,92,1016,0.001969,0,0,0,1629,18,0
11406,1448,666,1448,2014,0.04568,0.002979,0.000993,0.003972,1596,72,0
0,0,0,0,536,0,0,0,0.003731,1619,2,0
58,14,8,14,828,0.05314,0.002415,0.007246,0.004831,1625,64,0
6294,66,240,66,168,0.059524,0,0.035714,0,1617,66,0
8,0,2,0,677,0.011817,0,0.002954,0.014771,1709,75,0
9346,390,574,390,1305,0,0,0,0.001533,1590,111,0
8,6,0,6,29,0.034483,0,0,0,1622,16,0
730,18,52,18,501,0.063872,0,0,0.011976,1638,90,0
326,72,10,72,2519,0,0.002382,0,0.001588,1597,52,0
4124,618,182,618,914,0.002188,0,0,0,1592,75,0
5252,36,256,36,3240,1.607407,0.009877,0.078395,0.004938,1687,326,0
2223,396,111,396,739,0,0,0,0.001353,1603,5,0
968,138,18,138,4221,0,0,0,0,1625,45,0
2828,102,56,102,4798,0.011255,0,0.000417,0.000834,1597,96,0
3602,290,132,290,1340,0.043284,0,0.001493,0.007463,1598,76,0
18,18,2,18,394,0.010152,0,0.005076,0.030457,1639,37,0
254,24,0,24,2907,0.022016,0.000688,0,0,1625,52,0
1713,6,26,6,799,0.012516,0,0,0,1598,32,0
694,124,54,124,2519,0.000794,0.000794,0,0.000794,1599,3,0
3526,160,92,160,887,0.020293,0,0,0,1611,66,0
88,2,2,2,563,0.003552,0,0,0,1597,88,0
206,20,0,20,2993,0.000668,0,0,0,1599,74,0
82,20,0,20,627,0.051037,0,0,0,1569,42,0
832,22,8,22,863,0,0,0,0.002317,1600,88,0
610,74,6,74,712,0.002809,0,0,0,1626,55,0
124,34,2,34,1091,0.003666,0,0,0,1600,43,0
60,6,2,6,108,0.018519,0,0,0,1639,18,0
106,8,0,8,4079,0.009316,0,0,0,1601,16,0
5244,60,288,60,983,0.012208,0.002035,0,0,1604,40,0
9868,26,224,26,235,0.093617,0,0,0,1703,114,0
4568,170,218,170,3313,0.019922,0.000604,0.000604,0.000604,1603,50,0
20,0,0,0,1291,0.001549,0,0,0,1575,17,0
172,9,5,9,1568,0.007015,0,0,0,1603,67,0
150,20,2,20,77,0.051948,0,0,0,1624,18,0
682,64,48,64,2041,0,0,0.00098,0.00098,1593,87,0
108,36,0,36,261,0.030651,0,0,0,1626,14,0
1374,10,8,10,755,0.021192,0,0,0.002649,1599,88,0
64,36,0,36,610,0,0.003279,0,0,1592,92,0
14,0,0,0,467,0.004283,0,0,0.008565,1605,85,0
18,8,0,8,4060,0.001478,0.000246,0,0.000246,1601,40,0
171,18,5,18,98,0.010204,0,0,0,1599,66,0
148,34,6,34,577,0,0.003466,0,0,1568,55,0
220,0,48,0,284,0.007042,0,0,0,1712,18,0
3736,130,148,130,220,0.072727,0,0,0,1576,66,0
12,2,0,2,1031,0,0,0,0.00194,1597,112,0
2554,44,48,44,1947,0.001027,0,0,0.001027,1598,88,0
882,86,16,86,1022,0.003914,0,0,0,1598,41,0
1132,46,24,46,94,0.021277,0,0,0.021277,1674,13,0
9040,208,114,208,473,0.029598,0,0,0.008457,1603,101,0
1530,88,168,88,2321,0.01034,0,0,0,1598,112,0
90,52,4,52,1714,0.001167,0,0,0,1627,29,0
7640,246,120,246,4550,0.01978,0,0.00044,0.001319,1606,25,0
488,0,4,0,2109,0.077762,0,0,0,1557,82,0
2830,10,94,10,3240,0.058025,0,0.001852,0,1700,14,0
270,22,6,22,587,0.068143,0,0.006814,0,1625,102,0
2418,226,148,226,2301,0.004346,0,0,0.002608,1577,1278,0
16,0,0,0,239,0.008368,0,0,0,1636,33,0
4096,98,40,98,770,0.002597,0,0,0,1625,24,0
1146,78,42,78,1568,0,0.001276,0,0,1599,186,0
7688,308,274,308,1016,0.003937,0,0,0,1605,606,0
1302,20,46,20,795,0.145912,0.002516,0.015094,0,1576,33,1
36,4,0,4,814,0.002457,0,0,0,1631,0,0
3704,54,80,54,314,0.031847,0,0,0.006369,1597,64,0
11772,1140,1494,1140,724,0.008287,0,0.002762,0,1569,856,0
311,66,15,66,2910,0.000344,0,0,0.000687,1603,19,0
9064,348,0,348,1596,0.046992,0.002506,0,0.000627,1207,9429,0
607,20,49,20,1392,0.028017,0.000718,0,0.000718,1637,67,0
4124,618,182,618,2060,0.003883,0,0,0,1592,75,0
5802,28,148,28,1101,0.116258,0,0.009083,0.003633,1620,42,1
586,96,40,96,2104,0,0,0,0.000475,1582,44,0
956,54,18,54,705,0.022695,0.014184,0,0.031206,1606,1,0
2898,92,42,92,2527,0.011872,0,0,0,1598,41,0
124,18,12,18,855,0,0.002339,0,0,1618,102,0
72,44,4,44,297,0.087542,0,0,0.013468,1640,40,0
74,10,20,10,3684,0,0,0,0.000543,1621,184,0
706,0,14,0,247,0.008097,0,0,0,1601,40,0
9050,792,438,792,1592,0.008794,0.003769,0,0.001256,1577,702,0
258,26,4,26,231,0.012987,0,0,0,1603,16,0
80,48,6,48,217,0.009217,0,0,0,1569,765,0
32,14,0,14,172,0,0,0,0.011628,1598,108,0
1070,20,12,20,1004,0.001992,0,0,0,1631,7,0
1876,56,24,56,1382,0.001447,0,0,0,1629,40,0
238,20,10,20,632,0.199367,0.003165,0.009494,0,1604,113,0
7628,130,110,130,1480,0.024324,0,0,0.004054,1625,91,0
7628,130,110,130,174,0.264368,0,0,0.011494,1625,91,0
9976,6,0,6,4687,0,0,0,0,1575,15,0
124,0,2,0,69,0.028986,0,0,0,1585,48,0
6706,322,440,322,299,0.160535,0.026756,0.020067,0.060201,1603,18,0
1190,14,56,14,796,0.155779,0,0.01005,0,1610,139,0
1498,8,36,8,314,0.012739,0,0,0,1600,40,0
1030,100,32,100,938,0.004264,0,0,0,1577,24,0
42,16,4,16,534,0.003745,0.003745,0,0.003745,1688,8,0
990,28,28,28,431,0.00464,0,0,0,1600,4,0
42,18,0,18,706,0.008499,0,0,0,1597,54,0
704,70,18,70,462,0.004329,0,0,0,1584,47,0
0,0,0,0,284,0,0,0,0,1713,9,0
1988,106,156,106,1023,0.01173,0,0,0,1595,112,0
8320,36,106,36,541,0.114603,0,0,0,1584,5,0
4294,214,164,214,2321,0.000862,0,0,0.000862,1598,112,0
11772,1140,1494,1140,953,0.008395,0,0,0,1569,832,0
604,40,12,40,2265,0.004415,0,0,0,1628,79,0
2296,110,80,110,857,0.002334,0.002334,0,0,1599,48,0
40,8,2,8,2571,0.000778,0,0,0,1625,63,0
1518,206,70,206,304,0,0,0,0,1625,47,0
84,24,2,24,2233,0.002687,0,0,0,1583,15,0
55,26,2,26,434,0.002304,0,0,0.002304,1597,91,0
2700,26,54,26,91,0.021978,0,0,0,1563,68,0
2848,76,100,76,1613,0.345939,0.008679,0.009919,0.021079,1600,7,1
191,7,3,7,1087,0,0,0,0.00092,1634,16,0
3496,196,146,196,367,0.021798,0,0,0.016349,1604,49,0
9040,208,114,208,2653,0.021108,0.001508,0,0.000754,1603,29,0
2194,140,48,140,188,0.042553,0,0,0,1575,31,0
460,170,42,170,2653,0.003015,0,0,0,1600,108,0
537,22,26,22,753,0.010624,0.001328,0,0.002656,1613,43,1
336,2,12,2,1588,0.003778,0,0,0,1628,93,0
520,28,14,28,730,0.041096,0,0.00274,0,1617,18,0
410,124,50,124,746,0.008043,0,0,0.005362,1624,70,0
10972,116,642,116,34,0.058824,0,0,0,1604,92,0
334,18,14,18,1,0,0,0,0,1694,99,0
2740,152,106,152,1483,0.002697,0.001349,0,0.001349,1625,70,0
1467,83,157,83,338,0.047337,0,0,0.008876,1590,106,0
6592,1830,790,1830,726,0.071625,0.022039,0.00551,0.030303,1604,33,0
48,24,8,24,776,0.005155,0,0,0,1584,224,0
1366,32,48,32,2872,0.001393,0,0,0,1637,40,0
2884,398,108,398,1469,0.001361,0,0,0,1604,7,0
5862,182,234,182,1450,0.004138,0,0.001379,0,1598,160,0
436,100,32,100,229,0,0.008734,0,0,1601,16,0
240,56,40,56,4358,0.019734,0.000918,0.002754,0.003212,1603,36,0
2852,380,398,380,1962,0.001019,0.001019,0,0,1603,66,0
103,0,1,0,1881,0.002127,0,0,0,1594,88,0
632,50,16,50,4668,0.001714,0,0.000428,0.000857,1612,40,0
636,312,30,312,406,0.004926,0,0,0,1624,163,0
1268,36,66,36,1936,0.008264,0,0,0,1599,73,0
134,72,0,72,228,0.008772,0,0,0,1599,42,0
226,104,10,104,4569,0,0,0,0.000438,1593,35,0
250,104,4,104,855,0.007018,0,0,0,1619,79,0
7628,130,110,130,775,0.015484,0,0,0,1625,91,0
586,80,24,80,875,0.002286,0,0,0.002286,1596,76,0
222,18,88,18,186,0.010753,0,0,0,1707,54,0
11772,1140,1494,1140,1245,0.003213,0.001606,0,0,1569,880,0
6950,320,250,320,613,0.306688,0.022838,0.013051,0.091354,1598,71,0
4000,168,252,168,1773,0.077834,0.003384,0.003384,0.009024,1601,56,0
11406,1448,666,1448,470,0.059574,0.004255,0.008511,0.008511,1596,24,0
2418,226,148,226,2238,0.087578,0.001787,0.003575,0.005362,1577,1038,0
202,38,4,38,620,0.006452,0,0,0,1604,34,1
488,48,42,48,776,0.097938,0.007732,0.015464,0.002577,1590,66,0
1234,72,126,72,316,0.101266,0,0,0.025316,1605,90,0
3032,260,194,260,1131,0.037135,0,0.001768,0.001768,1578,88,0
64,40,0,40,130,0,0,0,0.015385,1673,57,0
10636,26,302,26,423,0.099291,0,0,0.004728,1609,43,1
2528,64,74,64,674,0,0,0,0,1605,7,0
94,44,0,44,72,0.055556,0,0,0,1585,40,0
2898,92,42,92,678,0.058997,0,0,0,1598,89,0
68,14,0,14,188,0.010638,0,0,0,1576,2,0
218,28,2,28,14,0,0,0,0,1596,42,0
38,14,0,14,95,0.021053,0,0,0,1587,4,0
0,0,0,0,428,0,0,0,0.002336,1556,102,0
5108,466,716,466,1613,0.085555,0.0062,0.0062,0.019839,1597,55,1
14,0,0,0,570,0.003509,0,0,0,1631,16,0
66,2,0,2,769,0.014304,0,0,0.0013,1601,69,0
578,36,28,36,57,0,0,0,0.035088,1562,57,0
70,42,20,42,775,0.002581,0,0,0,1627,43,0
7628,130,110,130,573,0.017452,0,0,0,1625,91,0
3704,54,80,54,2465,0.026775,0.000811,0.000811,0.000811,1597,88,0
358,88,40,88,316,0,0,0,0.006329,1632,42,0
1026,96,58,96,961,0.010406,0,0,0,1627,19,0
1233,23,44,23,708,0.001412,0,0,0,1601,32,0
940,124,14,124,1714,0.012835,0,0,0.002334,1631,44,0
14022,414,272,414,2132,0.009381,0.000938,0,0.001876,1602,19,0
190,26,10,26,855,0.009357,0,0,0.002339,1603,19,0
62,20,0,20,331,0,0,0,0.006042,1620,87,0
510,68,18,68,263,0.007605,0,0,0,1600,42,0
6602,272,324,272,2408,0.000831,0,0,0,1601,16,0
688,2,28,2,77,0.025974,0,0,0,1704,11,0
96,2,2,2,2206,0,0,0,0.000453,1612,64,1
1740,188,48,188,1929,0.00311,0.001037,0,0,1602,5,0
790,234,18,234,4036,0.000496,0,0,0.000991,1625,28,0
1462,10,8,10,299,0.020067,0,0,0,1585,92,0
808,26,32,26,4733,0.019015,0,0,0.000845,1596,95,0
202,14,4,14,1990,0.001005,0,0,0,1601,29,0
774,48,36,48,1276,0.00627,0,0.001567,0.001567,1599,67,0
14842,12,26,12,1660,0.013253,0,0,0,1605,29,0
94,28,10,28,1060,0,0,0,0.001887,1602,40,0
5024,96,110,96,888,0.02027,0,0,0,1586,8,0
3306,140,50,140,374,0.053476,0,0,0,1599,41,0
4410,144,116,144,527,0.003795,0,0,0,1592,99,0
884,56,18,56,2484,0.011272,0,0.000805,0,1598,64,0
312,84,16,84,2484,0,0,0,0.000805,1597,89,0
1798,152,28,152,456,0.035088,0,0,0.017544,1590,75,0
4310,124,96,124,112,0.017857,0,0,0,1602,22,0
122,58,0,58,605,0.013223,0,0,0,1597,1,0
9,1,0,1,856,0.001168,0,0,0,1636,88,0
496,62,46,62,677,0.466765,0.005908,0.064993,0.017725,1669,64,1
19724,76,0,76,2488,0.107717,0,0,0.000804,1601,40,0
222,42,36,42,1250,0.0128,0.0032,0.0032,0.0016,1602,16,0
1218,32,72,32,996,0.096386,0,0.002008,0,1595,41,0
120,0,0,0,1839,0.00435,0,0,0,1593,39,0
52,38,0,38,330,0.006061,0,0,0,1582,19,0
302,44,12,44,249,0.008032,0,0,0,1577,24,0
15178,424,672,424,1723,0.051074,0.002322,0.001161,0,1601,25,0
26,9,2,9,1714,0.00175,0,0,0,1626,64,0
19716,154,0,154,168,0.047619,0,0,0.011905,1658,87,0
112,18,10,18,1323,0,0.001512,0,0,1604,16,0
810,80,22,80,1778,0.00225,0,0,0.003375,1604,40,0
2550,168,102,168,974,0.036961,0,0,0,1583,63,0
3586,102,202,102,162,0.049383,0,0,0,1660,18,0
351,31,21,31,796,0.182161,0.017588,0.01005,0.047739,1611,129,0
2132,56,16,56,370,0.621622,0.010811,0.010811,0.016216,1598,28,0
396,26,12,26,297,0,0,0,0,1640,18,0
72,14,0,14,34,0.176471,0,0,0,1604,91,0
1770,60,56,60,591,0.013536,0,0,0.003384,1599,17,0
1056,54,26,54,180,0.044444,0,0,0.011111,1655,110,0
34,8,4,8,410,0,0,0,0,1588,8,0
716,18,32,18,796,0.045226,0,0.002513,0,1609,17,0
3786,244,236,244,217,0.009217,0,0,0,1578,547,0
270,56,14,56,1839,0.00435,0.001088,0,0,1593,39,0
1142,2,2,2,960,0.052083,0,0,0.002083,1598,64,0
26,0,2,0,54,0.037037,0,0,0.037037,1609,102,0
14,12,0,12,197,0.010152,0,0,0.010152,1577,8,0
4074,22,96,22,332,0.048193,0,0,0,1646,77,0
42,0,0,0,484,0.004132,0,0,0,1605,16,0
9064,348,0,348,95,0.021053,0,0,0,1207,9405,0
4034,50,94,50,38,0.052632,0,0,0,1590,118,0
38,18,0,18,788,0,0,0,0.002538,1620,111,0
1008,40,16,40,633,0.006319,0,0,0,1598,67,0
7536,162,72,162,1473,0.004073,0,0,0,1625,45,0
268,14,2,14,1246,0.001605,0,0,0,1581,63,0
8426,26,86,26,332,0.120482,0,0.012048,0,1599,6,0
2284,20,26,20,982,0.002037,0,0,0,1620,114,0
190,24,2,24,285,0.042105,0,0.007018,0,1695,66,0
2578,22,46,22,3135,0.334928,0.000638,0.00638,0.004466,1641,16,0
1233,23,44,23,2442,0.002048,0,0,0,1601,8,0
194,24,6,24,619,0.019386,0,0,0,1637,40,0
1233,23,44,23,2060,0.001942,0,0,0,1601,80,0
2,14,0,14,528,0,0.003788,0,0,1667,40,0
486,72,20,72,930,0.004301,0,0,0,1626,91,0
772,28,46,28,262,0.007634,0,0,0,1647,17,0
182,42,8,42,269,0.01487,0.01487,0,0.007435,1647,114,0
326,72,10,72,347,0.005764,0,0,0,1597,100,0
94,30,2,30,105,0.038095,0,0,0,1574,21,0
242,80,2,80,2576,0.005435,0,0,0,1624,55,0
14,4,0,4,113,0,0.017699,0,0,1572,87,0
1512,128,336,128,95,0.042105,0.021053,0.021053,0,1695,87,0
3458,30,82,30,601,0.066556,0,0,0,1593,79,0
1846,100,32,100,1031,0.00388,0,0,0,1600,53,0
348,18,18,18,1131,0.180371,0.001768,0.01061,0.008842,1618,116,1
1160,62,54,62,909,0.0022,0,0,0,1584,89,0
26,14,0,14,414,0,0,0,0.004831,1596,55,0
64,4,2,4,1293,0.001547,0,0,0,1625,18,0
126,54,0,54,1969,0.035551,0,0,0.001016,1599,55,0
1078,58,56,58,4526,0.003093,0,0,0,1633,89,0
908,12,14,12,959,0.012513,0,0,0,1596,94,0
258,20,4,20,484,0.028926,0,0,0,1637,43,0
14250,156,270,156,585,0.023932,0,0,0,1600,30,0
1080,94,106,94,3129,0.008309,0,0,0.001278,1624,102,0
9064,348,0,348,1843,0.040695,0.00217,0,0.007596,1207,9405,0
2792,150,52,150,857,0.007001,0.004667,0.002334,0.002334,1597,112,0
71,43,1,43,1319,0.000758,0,0,0,1571,3,0
434,50,26,50,855,0.007018,0,0,0,1600,32,0
11772,1140,1494,1140,2957,0,0.000676,0,0.000676,1569,880,0
100,338,34,338,1229,0,0.001627,0,0.001627,1585,96,0
102,42,2,42,2257,0.000886,0,0,0,1607,37,0
318,44,26,44,1283,0.123149,0.015588,0.007794,0.038971,1637,59,0
90,118,8,118,3269,0.001224,0.000612,0,0.004894,1627,16,0
1886,46,278,46,94,0.042553,0,0,0,1688,14,0
2244,20,24,20,1891,0.006346,0,0,0,1599,77,0
62,40,0,40,258,0.007752,0,0,0,1578,15,0
350,10,6,10,953,0.002099,0,0,0,1608,7,0
22,0,0,0,1714,0.001167,0,0,0,1628,16,0
7688,308,274,308,1937,0.024781,0.003098,0.001033,0.001033,1605,558,0
4208,456,302,456,1723,0.040627,0.003482,0.003482,0.006965,1598,93,0
136,26,6,26,570,0.003509,0,0,0,1627,112,0
6780,256,448,256,984,0,0,0,0,1601,7,0
126,54,2,54,758,0,0,0,0.002639,1598,77,0
3458,30,82,30,470,0.080851,0,0,0,1593,103,0
6,0,0,0,358,0.005587,0,0,0,1684,10,0
132,4,0,4,624,0.041667,0,0,0.003205,1580,15,0
56,0,0,0,77,0,0,0,0.025974,1624,115,0
72,80,2,80,643,0.00311,0,0,0,1596,9,0
1358,1102,330,1102,469,0.063966,0.008529,0.008529,0.017058,1601,88,0
8426,26,86,26,541,0.007394,0,0,0,1599,6,0
2244,20,24,20,819,0.01221,0,0,0,1599,53,0
3704,54,80,54,591,0.077834,0,0,0.003384,1597,64,0
1276,44,54,44,1437,0.005567,0,0,0,1600,36,0
55,1,3,1,501,0.013972,0,0.001996,0.001996,1630,16,0
9050,792,438,792,994,0.05835,0.002012,0,0.016097,1577,1254,0
326,50,14,50,757,0,0,0,0.002642,1574,15,0
10056,74,148,74,236,0.09322,0,0.008475,0,1600,41,0
2727,29,63,29,69,0.028986,0,0,0,1582,20,0
4058,260,286,260,299,0.488294,0.026756,0.033445,0.006689,1600,113,0
212,74,192,74,293,0,0,0.006826,0,1549,2859,0
1956,200,98,200,1010,0.005941,0.00198,0,0.00198,1627,73,0
18188,768,0,768,704,0.136364,0.002841,0,0.014205,1507,2205,0
58,96,10,96,2555,0,0.000783,0,0,1597,16,0
1738,50,40,50,961,0.004162,0,0,0,1605,45,0
17568,114,690,114,1339,0.005975,0,0,0,1585,135,0
1252,26,34,26,914,0.002188,0,0,0,1594,69,0
122,9,5,9,153,0.006536,0,0,0,1577,25,0
520,26,14,26,228,0.008772,0,0.008772,0,1600,33,0
258,56,6,56,710,0,0,0,0.005634,1604,45,0
968,138,18,138,383,0.005222,0,0,0,1625,21,0
14,7,0,7,450,0.002222,0,0,0,1576,66,0
192,22,8,22,26,0.076923,0,0,0,1594,17,0
69,3,1,3,287,0.003484,0,0,0,1602,88,0
116,14,10,14,218,0.018349,0,0,0,1632,1881,0
19724,76,0,76,175,0.011429,0,0,0,1601,16,0
3824,102,362,102,323,0.06192,0,0,0,1638,18,0
208,8,0,8,389,0.025707,0,0,0,1591,22,0
652,80,18,80,1063,0,0,0,0,1626,92,0
3740,2,40,2,389,0.025707,0,0,0,1590,45,0
690,54,24,54,880,0,0.002273,0,0,1564,1028,0
2856,188,134,188,787,0.002541,0,0,0,1570,13,0
440,22,4,22,4459,0.001794,0,0,0,1597,106,0
3306,140,50,140,4170,0.011511,0,0.00048,0.000959,1599,65,1
0,0,0,0,1065,0,0,0,0.001878,1595,53,0
3010,26,62,26,88,0.159091,0,0,0,1569,66,0
46,2,10,2,1208,0,0,0.001656,0.001656,1601,31,0
19724,76,0,76,1989,0.074409,0.001006,0,0.001006,1601,16,0
2198,48,94,48,427,0,0.004684,0,0,1598,906,0
66,2,2,2,1065,0.037559,0.001878,0,0,1647,18,0
9040,208,114,208,2165,0.024018,0,0,0,1603,53,0
126,68,2,68,1088,0,0.001838,0,0,1598,112,0
158,38,4,38,340,0.011765,0,0,0,1632,200,0
354,20,6,20,431,0.00464,0,0,0.00464,1579,113,0
96,26,0,26,663,0,0,0,0.003017,1597,112,0
312,44,50,44,3307,0.000605,0,0,0,1616,107,0
108,16,6,16,739,0.075778,0,0.002706,0,1618,42,0
18188,768,0,768,2014,0.1857,0.001986,0,0.002979,1507,2205,0
9050,792,438,792,783,0.03576,0,0,0.005109,1577,606,0
1506,66,86,66,526,0.019011,0.007605,0,0,1556,693,0
2418,226,148,226,2391,0.005019,0,0,0.000836,1577,1278,0
22,0,0,0,1335,0,0,0,0.001498,1628,64,0
2480,192,102,192,1014,0.003945,0,0,0,1604,41,0
376,26,8,26,1159,0.015531,0.001726,0,0,1586,39,0
98,6,0,6,2458,0.010578,0,0,0,1606,16,0
1920,60,60,60,153,0.006536,0,0,0,1582,44,0
928,78,30,78,988,0.026316,0.006073,0,0.004049,1601,16,0
60,14,0,14,384,0.005208,0,0,0.005208,1613,9,0
6,0,0,0,103,0.038835,0,0,0,1711,99,0
34,12,0,12,755,0.002649,0,0,0,1595,88,0
106,48,2,48,1730,0.001156,0,0,0,1634,66,0
3226,86,140,86,464,0.008621,0,0,0,1624,107,0
9558,314,272,314,2668,0.005997,0,0,0.00075,1598,88,0
112,0,0,0,878,0.015945,0,0,0,1602,64,0
506,126,6,126,406,0.009852,0,0,0,1628,83,0
52,34,4,34,87,0.022989,0,0,0,1580,59,0
14842,12,26,12,1087,0.0092,0,0,0,1605,53,0
0,0,0,0,1344,0,0,0,0.000744,1610,40,0
41,1,1,1,1585,0.003155,0,0,0,1636,44,0
1156,30,8,30,1212,0,0,0,0.00165,1594,64,0
2296,110,80,110,1586,0.003783,0.001261,0,0,1599,72,0
552,21,59,21,1402,0.058488,0.000713,0.00428,0.00214,1601,112,0
40,12,2,12,814,0.002457,0,0,0,1632,10,0
738,22,22,22,773,0.005175,0,0,0,1632,4,0
370,34,4,34,2887,0.002771,0.001386,0,0.000693,1583,111,0
9040,208,114,208,1078,0.042672,0,0,0,1603,77,0
128,14,2,14,455,0,0,0,0.004396,1684,41,0
162,4,10,4,1425,0.032281,0,0.001404,0.001404,1626,34,0
117,3,0,3,1117,0.005372,0,0,0,1595,15,0
5862,182,234,182,742,0.010782,0.002695,0,0.002695,1598,40,0
9558,314,272,314,1933,0.038282,0.001035,0.004139,0.002069,1598,40,0
1562,140,262,140,299,0.448161,0.013378,0.06689,0.013378,1603,18,0
845,8,37,8,311,0.022508,0,0.003215,0.012862,1606,88,0
44,26,2,26,70,0.057143,0.028571,0,0,1625,86,0
2418,226,148,226,1353,0.013304,0.002956,0,0,1577,1254,0
100,18,13,18,1193,0.006706,0.002515,0.002515,0.000838,1672,63,0
1876,56,24,56,2579,0.001551,0,0,0,1629,64,0
11406,1448,666,1448,2941,0.034002,0.00068,0.00068,0.00272,1596,96,0
2154,24,35,24,962,0.006237,0,0,0.00104,1605,28,0
328,96,22,96,406,0.004926,0,0,0,1625,146,0
62,20,0,20,72,0.027778,0,0,0,1585,23,0
7536,162,72,162,990,0.026263,0,0,0,1625,69,0
7536,162,72,162,789,0.015209,0,0,0,1625,45,0
89,39,0,39,987,0.016211,0,0,0.004053,1638,67,1
3994,126,124,126,86,0.069767,0,0,0,1583,46,0
154,16,8,16,355,0.039437,0,0.005634,0.016901,1594,52,1
32,14,0,14,1439,0,0,0,0.00139,1624,92,0
1124,20,4,20,475,0.021053,0,0,0,1597,43,0
11406,1448,666,1448,1998,0.023023,0.002002,0,0.001001,1596,24,0
812,40,19,40,441,0.108844,0.002268,0.002268,0,1599,118,0
54,12,6,12,4396,0.00182,0,0.000455,0.000455,1634,99,0
244,46,10,46,860,0,0,0,0,1604,4,0
18188,768,0,768,552,0.112319,0.003623,0,0,1507,2205,0
7688,308,274,308,1750,0.008,0,0,0.003429,1605,534,0
2424,108,112,108,38,0.052632,0,0,0,1599,100,0
9064,348,0,348,1459,0.019191,0.000685,0,0.001371,1207,9236,0
18,0,0,0,384,0.005208,0,0,0.005208,1614,8,0
292,38,92,38,2244,0.000891,0,0,0,1627,79,0
0,14,0,14,4009,0,0,0,0.000499,1570,99,0
239,0,3,0,418,0.009569,0,0,0,1598,79,0
188,22,18,22,1193,0.001676,0.005029,0.001676,0.001676,1579,63,0
2374,66,92,66,757,0.021136,0,0,0.002642,1573,19,0
1836,88,98,88,3479,0.0023,0,0.000575,0,1599,67,0
2,0,0,0,978,0.001022,0,0,0,1591,74,0
7710,262,104,262,1287,0.021756,0.003108,0,0.003108,1604,5,0
640,300,30,300,536,0,0,0,0,1618,33,0
594,48,34,48,2233,0.000896,0,0,0,1578,135,0
222,22,10,22,435,0.004598,0,0,0,1624,66,0
44,10,0,10,254,0,0.007874,0,0,1611,56,0
70,18,20,18,1670,0,0.001198,0,0,1627,2,0
498,48,24,48,566,0.010601,0,0.003534,0.007067,1602,101,0
228,44,18,44,705,0.002837,0,0,0,1624,19,0
3130,18,128,18,299,0.160535,0,0.013378,0,1631,67,0
306,64,20,64,682,0.002933,0,0,0,1596,18,0
4208,456,302,456,642,0.239875,0.009346,0.006231,0.009346,1598,69,0
